,f_9,f_14,f_18,f_27,f_69,f_76,f_78,f_94,f_104,f_107,f_110,f_122,f_128,f_129,f_130,f_145,f_156,f_165,f_174,f_175,f_176,f_179,f_196,f_197,f_200,f_206,f_213,f_219,f_222,f_224,f_232,f_235,f_249,f_272,f_279,f_294,f_295,f_296,target
430,-0.1676,1.007,-1.162,0.851,0.02547,-0.04614,0.03894,-0.8857,1.019,0.1125,-0.4648,0.7656,0.1503,0.675,-0.0512,0.09467,1.008,-0.1954,-1.46,0.0,1.232,-0.133,0.2181,-0.2805,-1.0,0.2104,0.978,1.239,-0.4644,-0.1052,0.0785,-0.3503,-0.04935,-1.0,-1.133,-0.6616,-0.487,-0.4045,-0.0102
431,-0.02924,-0.744,0.6787,0.904,-1.147,0.7856,-0.05652,0.08264,-0.72,-0.6504,-0.2517,0.72,-0.4072,-0.603,1.188,0.1127,-0.747,-0.168,-0.4058,0.0,-0.2017,-0.2488,-0.9517,-0.453,0.0,-0.474,-0.4832,-0.839,0.4185,-0.0644,-0.1952,-0.01487,-0.0746,0.0,0.591,-0.7524,-0.521,0.9473,1.425
432,-0.7314,0.1694,-0.1765,0.5845,-0.0681,0.1552,-0.1086,-0.7163,0.1736,-0.86,0.0914,-0.03418,0.1818,0.2167,0.2646,0.1467,0.176,-0.2788,-0.2238,-1.0,0.529,-0.6885,-0.2622,-0.03702,1.0,0.071,0.5723,0.182,0.5283,-0.1947,0.00276,-0.6406,-0.03452,1.0,-0.28,0.558,-0.456,0.931,0.2252
433,2.117,0.9077,-0.6963,2.254,1.61,-1.106,-0.03632,0.3145,0.9204,0.2524,-0.5776,0.468,1.108,0.4675,-1.591,0.1422,0.91,0.1841,-0.7217,-1.0,0.92,0.4395,-0.1915,1.336,0.0,1.316,1.379,0.7,-1.512,0.4902,-0.3645,-0.2397,0.403,0.0,-0.653,1.015,-0.1412,1.1455,-0.6406
434,0.171,-0.4514,0.4683,0.33,-1.653,1.543,-0.0535,0.915,-0.4407,0.564,-0.0567,-1.386,-0.3223,-1.598,1.833,0.0968,-0.4553,-0.0459,0.5435,0.0,-0.6133,-0.2769,-0.881,-0.285,0.0,-1.144,0.4126,-0.3977,-0.762,0.1305,-0.1898,1.724,-0.1488,0.0,-0.03873,-1.221,-0.02243,0.04138,0.736
435,0.1821,-0.642,0.646,1.757,-0.588,0.4846,-0.08563,0.1547,-0.6284,-0.301,2.633,0.592,-0.716,-0.4207,0.6016,0.1267,-0.647,-0.065,-0.731,0.0,0.7183,-0.24,0.2532,-0.3926,0.0,-0.2969,-0.529,-0.8643,-1.162,0.2115,-0.1523,-1.184,-0.02464,0.0,0.4834,-0.9526,-0.1418,0.7686,0.1904
436,1.225,0.2622,0.315,-0.322,1.822,-1.231,-0.00439,0.48,0.2676,-1.375,-1.164,-0.01485,0.6685,0.3223,-1.352,0.1127,0.2727,0.4875,-1.022,-1.0,1.244,0.7837,-2.24,1.271,0.0,1.278,0.406,0.4758,-0.4236,0.0194,1.402,-0.477,0.8613,0.0,-0.3953,1.24,-0.1632,1.035,-0.1958
437,-1.773,-0.658,0.606,0.5903,-0.2219,0.7393,-0.11237,1.063,-0.6406,0.5063,-0.4792,-1.053,-0.8994,-0.2124,0.457,0.0947,-0.661,-0.07135,1.449,0.0,-1.179,-0.513,-0.634,-0.408,0.0,-0.4182,-0.3367,-0.656,-0.5283,-0.1254,-0.1761,0.8247,-0.1498,0.0,0.3079,-0.9424,-0.262,-0.2817,0.4429
438,0.0602,0.401,-0.312,-0.345,0.274,-0.192,0.001767,-0.3032,0.4053,-0.8154,1.129,0.0672,-0.10754,0.347,-0.1368,0.0946,0.4055,-0.1578,0.65,-1.0,0.9624,-0.08575,0.1729,0.3845,1.0,0.3354,0.1259,0.576,-0.5083,0.02101,-0.04556,-0.607,0.03894,1.0,-0.495,-0.8643,-0.2595,-0.651,0.8604
439,-1.243,0.478,-0.536,-0.692,0.314,0.03555,-0.09485,-0.5684,0.4846,0.4163,-0.474,0.5854,0.08997,0.6445,-0.3237,0.10315,0.482,-0.2319,-0.3137,0.0,0.628,0.4524,-1.661,-0.0952,0.0,0.12494,-0.0461,0.739,0.215,-0.2028,1.514,0.1912,-0.01886,0.0,-0.6714,0.597,-0.3923,-1.115,-0.3247
440,0.946,1.202,-1.06,-1.07,1.368,-1.222,0.02078,-1.633,1.214,0.7095,0.2542,0.341,1.036,0.956,-1.364,0.099,1.204,0.1193,-0.8457,-1.0,1.043,1.277,0.922,1.322,-1.0,1.174,1.41,1.235,-1.034,0.0944,-0.601,-0.2291,0.235,-1.0,-1.063,1.171,-0.302,0.2983,-0.425
441,-0.8267,-0.513,0.3418,0.386,-0.932,0.899,-0.1091,0.4062,-0.502,1.515,0.03268,-0.1146,-0.7686,-0.548,0.9956,0.105,-0.5176,-0.3696,1.037,0.0,-1.411,-0.1656,0.8286,-0.3337,0.0,-0.6787,-0.625,-0.572,-0.809,-0.2269,0.1222,0.908,-0.3928,0.0,0.1464,0.656,-0.2832,-1.397,-1.427
442,-1.357,-1.3125,1.331,-0.3262,-0.3652,0.735,-0.3074,0.3647,-1.2295,-0.673,0.931,0.00929,-0.972,-0.03656,0.2937,0.0727,-1.313,-0.1543,1.498,0.0,1.235,-0.467,0.1343,-0.5767,0.0,-0.4805,-0.803,-0.813,-0.2446,0.05426,-0.52,-0.6885,-0.05737,0.0,0.455,1.295,-0.2886,0.8574,-0.2869
443,-0.697,-0.2705,-0.4463,-1.403,-1.13,1.204,-0.07074,0.3523,-0.2644,-1.017,-0.803,1.027,-0.636,-0.8774,1.428,0.0968,-0.2788,-1.203,0.5933,0.0,0.2441,-0.0451,1.394,-0.2012,1.0,-0.892,-0.5317,-0.236,1.055,0.2158,0.937,-0.2583,-0.842,1.0,-0.2883,0.2318,-0.333,-0.4448,0.3254
444,1.34,1.928,-2.049,-0.4949,0.12213,-0.571,0.0718,-1.247,1.946,-0.2094,-0.4133,-0.4863,0.7983,0.0184,-0.1508,0.1179,1.927,0.093,-2.572,0.0,-1.166,0.3584,-0.5317,0.1725,1.0,0.588,1.185,1.633,1.889,-0.08887,-0.536,-0.871,-0.0517,1.0,-1.354,-0.6074,-0.2017,-0.6167,-0.1669
445,0.1714,0.553,-0.77,-1.107,-0.6943,0.5376,-0.1306,-0.04684,0.5615,2.021,-1.006,0.1396,-0.0748,-0.4463,0.692,0.1298,0.5586,-0.11884,-0.321,0.0,-0.8154,0.1742,0.2115,-0.7773,0.0,-0.3777,-0.4658,0.4,-1.583,-0.11383,-0.8647,0.645,0.01683,0.0,-0.4172,-0.348,-0.2651,0.5103,0.1206
446,0.395,0.3127,-0.3142,-0.8984,-0.3696,0.10956,-0.01591,-1.353,-0.723,0.4463,0.636,-0.3074,0.437,0.1938,0.4458,0.10095,0.312,-0.04324,-0.5757,-1.0,0.95,-0.3245,2.166,-0.4497,0.0,0.0735,0.546,-0.8184,1.431,-0.03214,-0.6294,-0.3994,-0.04776,0.0,0.4673,1.235,-0.5366,0.8096,-1.08
447,-0.932,0.4355,-0.641,0.5396,-0.2908,0.5894,-0.11316,0.0972,0.4438,-0.776,-0.2069,-0.0369,0.04755,0.2324,0.295,0.1296,0.441,-0.2294,-0.1992,-1.0,0.7837,-0.0728,-0.61,-0.743,0.0,-0.3396,-0.2996,0.3757,0.6167,-0.2173,0.9873,-0.0512,-0.1123,0.0,-0.4001,0.7954,-0.4287,1.228,-0.5654
448,0.669,-0.723,0.7476,0.8325,-1.096,0.5864,0.05347,-1.245,-0.6973,0.345,-0.0154,0.0924,0.1092,-0.4438,1.08,0.0902,-0.726,-0.12305,0.626,-1.0,0.9883,-0.0535,-0.2224,-0.4185,0.0,-0.2944,-0.1888,-0.6606,1.384,0.01269,-0.1399,-0.3635,-0.0697,0.0,0.2869,1.015,-0.3975,-0.2113,-0.03467
449,1.177,-0.7656,0.8447,0.7866,-0.693,0.02255,-0.01909,-1.323,-0.7383,-0.6704,-0.2074,0.8633,0.2507,-0.782,0.6665,0.0968,-0.7686,-0.0681,-0.479,0.0,0.833,-0.1439,-0.06445,-0.4512,0.0,0.2142,0.1528,-0.7446,0.658,-0.1141,-0.1666,-0.6396,-0.03049,0.0,0.3323,0.914,-0.441,0.0949,-0.8276
450,-0.641,-0.847,0.849,0.3328,-0.3643,0.1964,-0.04126,-1.533,-0.807,-0.5864,-0.4841,-0.9873,0.0725,0.5234,0.2717,0.10297,-0.85,-0.1079,-1.283,0.0,0.886,-0.1476,-0.0891,-0.4492,0.0,0.0667,-2.092,0.8447,0.8345,-0.1975,-0.7847,-0.3496,-0.0466,0.0,-0.8027,1.073,-0.5947,1.108,-1.072
451,-1.339,0.1273,-0.882,0.515,-0.3354,0.7275,-0.2474,-0.411,0.1282,-1.228,-0.1176,-0.4746,-0.2637,0.4407,0.336,0.1462,0.1381,-0.488,-0.1718,0.0,-2.562,-0.887,0.04034,-1.396,0.0,-0.4956,0.2874,0.1478,1.078,-0.0349,-0.0806,-0.3708,-0.04752,0.0,-0.317,-3.143,-0.6157,-0.1549,-1.182
452,-0.7026,-0.8843,0.8486,0.877,-0.6724,0.7153,-0.06696,0.01157,-0.844,0.1624,-0.3064,-0.1997,0.0814,0.06464,0.586,0.09454,-0.8857,-0.1777,0.8315,0.0,1.261,-0.2703,-0.574,-0.4678,1.0,-0.3276,-0.9043,-1.157,0.9204,0.01588,1.302,-0.5522,-0.0795,1.0,0.8213,1.512,-0.4895,-0.287,0.0748
453,0.93,-1.465,1.506,-0.7817,-0.67,0.2898,-0.04147,-1.234,-1.348,-0.982,-0.4636,0.562,0.2296,-0.32,0.6973,0.11597,-1.466,-0.2052,-0.3987,0.0,-0.938,-0.4465,0.1278,-0.602,0.0,0.0367,0.7437,0.6074,1.012,-0.03143,-0.4648,-0.68,-0.0904,0.0,-0.6436,-1.069,-0.3513,0.584,-0.2646
454,1.004,-0.2238,0.2737,1.88,-0.4307,0.1606,0.06323,-0.1912,-0.2207,0.598,-0.504,0.2316,0.255,-0.3965,0.3604,0.0725,-0.2313,0.304,0.495,-1.0,0.2795,0.167,-1.123,-0.1467,0.0,0.10266,-1.05,-0.2029,1.291,-0.1242,-1.032,-0.299,0.166,0.0,-0.2698,0.2333,-0.3328,-0.7974,0.6265
455,1.086,-0.2808,0.3662,0.521,-0.8164,0.1753,0.0749,-0.03778,-0.278,-0.1459,-0.01624,0.415,0.1934,-0.886,0.7715,0.07245,-0.2864,0.404,-2.176,0.0,0.3257,-0.1892,-0.707,-0.1888,1.0,0.0426,0.05777,-0.343,-0.1361,-0.1631,-0.6553,-0.0938,-0.08435,1.0,-0.0816,0.449,-0.03008,-1.594,0.757
456,0.9136,0.9746,-0.7163,0.809,0.4377,-1.383,0.4287,-1.669,0.994,-0.2979,0.08887,0.1716,0.7407,-0.1451,0.0706,0.0696,0.976,0.3938,-1.17,-1.0,-1.603,0.1951,0.002455,2.217,0.0,1.42,2.348,0.8916,0.9023,0.0821,0.2527,-0.1355,0.2598,0.0,-0.8267,-0.4553,-0.08954,0.3613,0.00379
457,-1.151,-0.6636,0.517,-0.2944,-0.7744,0.887,-0.012115,0.5737,-0.6323,0.5728,-0.05957,-0.999,-0.8096,-0.3901,0.8677,0.06665,-0.665,-0.0821,0.6567,0.0,-1.091,-0.0915,-0.528,-0.392,0.0,-0.5254,-1.373,-0.496,-1.793,-0.1035,1.21,0.7363,-0.01332,0.0,0.1501,-0.8647,-0.2296,1.033,1.35
458,0.575,1.333,-1.137,1.7705,0.677,-0.9717,0.2343,0.1316,1.346,-0.3276,0.888,-1.26,0.632,-0.3257,-0.1395,0.12463,1.333,0.2214,-0.2659,-1.0,-1.674,-0.04123,-0.2247,1.474,1.0,1.247,1.197,0.6714,-0.7075,0.11115,1.399,-0.2568,0.10736,1.0,-0.678,-0.888,-0.3767,-1.078,-0.4204
459,0.1932,1.381,-1.433,0.797,-0.2761,-0.166,0.04724,-0.1322,1.403,0.777,-0.3489,1.501,0.06464,-0.09375,0.662,0.1123,1.383,-0.04007,-1.771,-1.0,-1.699,-0.01784,0.6685,0.0814,1.0,0.3452,0.2598,1.167,-0.7437,0.003654,2.621,0.817,-0.0776,1.0,-1.075,-1.1455,-0.426,-0.23,-0.8096
460,-1.417,-3.75,3.541,-0.8237,-0.7397,0.6533,-0.1744,-0.6567,-3.455,-0.739,0.9683,0.0498,-0.736,-0.0644,0.7734,0.1488,-3.734,-0.2876,-0.1302,-1.0,0.6494,0.3726,0.9062,-1.091,0.0,-0.4395,-1.946,0.2311,-0.01285,0.23,-0.556,-0.1671,-0.1398,0.0,-0.3267,0.5767,-0.4102,-1.321,0.006897
461,-0.454,-0.8105,0.834,0.2166,-0.5513,0.2047,0.013695,-0.8516,-0.7734,0.2336,-0.101,-0.188,0.11237,0.2307,0.511,0.08765,-0.8115,-0.0941,-1.085,-1.0,1.166,0.00245,0.4417,-0.4434,1.0,0.0368,-0.5977,-0.7466,0.0336,-0.04996,1.728,-0.544,-0.03824,1.0,0.408,1.386,-0.583,-1.461,0.0849
462,1.036,-0.2852,0.666,0.3584,-0.03925,-0.5444,0.2617,-0.8555,-0.2744,-0.472,-0.3782,0.1852,0.7866,0.08356,0.2157,0.07245,-0.2886,0.5156,-1.735,0.0,0.4707,0.03494,0.4304,-0.1824,0.0,0.6655,0.749,-0.3418,2.54,-0.05655,0.6025,-0.3835,-0.0646,0.0,-0.0625,0.4934,-0.603,-0.9604,0.002464
463,-0.1659,-1.429,1.487,-0.822,-1.356,0.4553,0.1099,-1.372,-1.323,-0.3215,-0.06384,-0.7734,0.06995,-0.3567,1.436,0.1046,-1.43,-0.1494,-2.182,0.0,-0.616,-0.3354,-0.378,-0.583,1.0,-0.2098,-0.05298,-1.358,0.2477,-0.2098,-0.5454,0.2396,-0.094,1.0,0.9434,-0.5693,-0.6133,-0.372,-0.6006
464,-1.142,-2.393,2.459,-2.342,-0.5034,0.5938,-0.1675,-0.06885,-2.258,-0.698,0.4368,0.6006,-0.2019,-0.0901,0.4058,0.1571,-2.389,-0.2133,-0.229,0.0,1.595,-0.372,-0.2163,-0.843,0.0,-0.3806,-1.456,0.258,1.286,-0.1553,-0.2585,-0.427,-0.1145,0.0,-0.343,-0.6846,-0.543,0.7964,-0.03705
465,0.7554,0.3218,-0.1766,-0.528,-0.4705,0.1232,0.0535,2.418,0.3313,0.2452,-0.3843,-0.1268,0.2927,-0.2432,0.952,0.1122,0.3254,-0.1666,-0.5615,-1.0,0.43,-0.2803,-0.3052,0.351,0.0,0.125,2.082,0.4006,-1.962,-0.04102,1.198,-0.093,0.05505,0.0,-0.4114,0.5273,-0.45,0.9375,-0.647
466,-1.16,-0.5386,0.4314,0.9756,-1.152,0.9473,-0.1045,1.398,-0.523,0.509,-0.0698,-0.0746,-0.3396,-0.5483,1.1875,0.07513,-0.5405,-0.1942,1.036,-1.0,1.093,-0.03287,-0.10376,-0.3232,1.0,-0.588,-1.305,-0.5386,0.1412,0.05643,-0.04486,0.07214,-0.0767,1.0,0.1495,1.203,-0.3796,0.1926,-0.2917
467,-0.8364,-0.8125,0.8247,2.256,-0.2715,0.2136,0.0276,0.2135,-0.743,-0.726,0.09393,0.03674,-0.2744,0.3096,0.0933,0.0601,-0.814,-0.08246,0.6626,0.0,0.8984,0.1606,-0.3818,-0.389,1.0,0.0956,-0.628,-0.457,-0.5605,0.0886,-0.453,-0.887,-0.01816,1.0,0.09845,0.86,-0.402,1.298,-0.6294
468,-1.707,-1.202,1.191,0.3164,-0.0895,0.4863,-0.2517,1.379,-1.119,-0.4229,-0.787,0.4883,-0.00965,0.579,-0.04843,0.10834,-1.203,-0.1816,-0.09436,-1.0,1.124,-0.4463,0.8647,-0.554,0.0,-0.2183,-0.8213,-1.33,2.04,-0.1558,0.2766,-0.1926,-0.0903,0.0,0.921,1.243,-0.448,0.2045,0.625
469,1.56,1.413,-0.4766,0.676,1.314,-0.821,-1.439,-0.0295,1.734,-0.436,-0.582,0.2227,1.365,-0.2042,-0.6826,0.1809,1.022,-0.1119,-1.141,-0.9453,-2.393,0.0691,1.641,-0.001179,-0.2822,1.099,2.754,0.4365,-1.283,-2.69,0.9727,-0.087,0.0718,0.05945,-0.871,0.8564,-0.4382,0.1652,-0.2114
470,0.699,-0.1236,1.115,0.615,-0.1486,0.07733,-0.4524,-1.319,-0.5513,1.942,-0.5596,-0.4646,0.438,0.199,0.742,0.6157,-1.573,0.7427,-1.17,-1.166,1.178,-0.0755,-0.2289,-0.997,0.005634,0.9863,0.595,0.1991,0.719,-1.603,0.8066,-0.374,0.4182,-0.0544,-1.151,0.9316,-0.2463,1.651,0.9355
471,1.435,0.0522,0.4597,0.16,-0.9634,-0.7656,-0.699,-0.8066,0.593,1.029,-0.356,-0.9766,-0.06854,0.3364,0.3208,0.1544,0.383,0.784,-0.303,-0.02142,0.8794,-0.05298,0.1682,0.335,-0.259,1.2295,0.099,-0.8223,-0.318,0.2324,-0.01743,-0.6694,0.7676,-0.3713,0.0817,-0.4062,-0.3464,2.076,-0.0442
472,0.5337,1.229,0.06647,1.385,-3.035,2.486,-1.196,0.852,0.36,0.4395,-0.832,1.282,0.263,-3.096,3.83,-0.724,0.6914,0.2123,-1.1455,-1.073,1.44,-1.237,-0.7275,-0.141,-0.535,-2.254,0.3064,-1.419,-0.9463,-2.578,1.86,1.081,-0.1631,-0.599,1.045,-1.027,-0.202,2.748,-0.9414
473,0.4167,0.8545,-0.6343,1.512,0.3752,-0.2527,-1.887,1.231,0.721,-0.618,1.715,-0.0845,0.488,-0.3376,-0.1766,-0.4343,0.346,0.301,-0.5474,0.1002,-0.10345,0.252,-1.735,-0.5107,-0.6514,-0.03607,-0.452,0.1897,0.4622,-1.174,1.199,-1.89,0.1543,-0.735,0.3196,0.4763,-0.04822,0.778,-0.2964
474,-1.202,0.0689,0.9976,1.481,-0.3198,0.4585,-0.4177,0.4539,-0.8237,1.51,-2.174,0.29,0.3542,-0.1925,-0.2189,-0.03317,-1.524,-0.3972,1.328,-1.05,0.867,-1.125,-1.391,-1.364,-0.4744,-0.582,-2.678,-0.4392,-0.2764,-0.926,1.324,-0.626,0.445,-0.5884,1.415,-0.58,-0.3882,-0.3374,-0.10596
475,0.358,-0.4463,-0.61,0.4817,0.5933,-0.343,-0.9,0.528,-1.006,-0.7217,-0.929,0.2301,-0.1048,0.898,-0.894,-0.277,-0.02054,-0.3145,0.89,0.1895,0.609,0.3298,-1.456,-1.331,-0.3367,0.7505,0.2437,1.195,3.324,-0.375,0.918,-1.058,0.4707,-0.4517,-0.4966,-0.771,-0.3096,-0.4993,-0.1484
476,-1.237,-2.19,1.371,0.8716,0.48,0.2837,-0.5054,-0.933,-0.3389,-0.03854,-1.03,-0.9946,0.04843,1.257,-1.104,1.112,-1.086,-0.1935,1.773,-0.9575,-1.862,-0.2334,-1.362,-0.374,-0.373,0.0179,0.0625,0.9517,-0.2467,-2.379,0.3892,-0.417,1.093,-0.2502,-0.5547,-0.9404,-0.1802,1.789,0.736
477,0.3943,-0.7944,1.1045,0.0935,1.222,-0.10077,-0.01507,-0.5405,0.351,-0.4084,-0.3647,-0.773,0.3748,1.143,-0.243,1.327,-1.173,0.2805,0.911,-1.02,-1.477,0.11523,-0.818,-0.513,-0.2615,-0.2754,0.2484,2.432,-0.2301,-4.688,-0.2136,-0.857,0.2815,0.11176,0.00308,-0.9536,-0.3147,-0.1192,3.982
478,2.21,5.293,-3.283,0.6377,3.146,-2.4,0.91,-0.11115,5.273,1.101,-1.291,-0.817,2.361,1.584,-1.127,0.2411,4.06,2.143,-0.2155,-1.653,-0.00273,0.11835,-0.9663,0.1619,1.033,1.692,3.203,4.824,0.5176,-0.1588,0.009125,0.5835,0.04144,1.214,-1.824,0.3599,-0.3042,-0.1788,-0.006054
479,0.304,0.02113,0.5264,-0.859,0.4338,0.777,6.703,-4.137,-0.254,-0.7573,0.368,1.076,0.7803,0.2927,-1.331,-12.12,1.04,0.3918,-1.053,0.646,0.1937,-0.02881,-0.664,0.3086,-0.412,0.179,-0.3167,0.2656,-0.4507,-0.701,-0.1737,0.28,-0.01388,-0.2498,0.4578,0.6475,0.11646,0.8813,0.4731
480,2.61,0.813,-0.485,-0.541,-1.963,1.302,-1.609,0.593,0.252,5.71,-0.405,0.967,-0.3318,-6.324,0.286,-0.965,0.4895,-1.211,-1.244,-0.435,-2.012,-0.272,-1.084,-1.882,0.4487,-1.709,-2.21,-6.652,1.345,11.35,0.946,0.1298,-0.9785,0.824,-0.1428,-0.4229,0.722,0.6626,-0.904
481,0.7817,-0.044,-1.01,-0.4868,0.5986,0.575,-1.25,0.501,1.394,0.3184,0.2308,1.779,-0.1685,0.7637,-1.278,-2.166,0.9854,0.4106,-0.923,0.202,0.6284,-0.391,-1.089,-0.4658,-0.4648,-0.387,1.498,0.329,0.999,0.03342,0.3262,-0.9805,0.8237,-0.4414,-0.03137,0.2367,-0.1481,-1.236,-0.693
482,-0.3425,-0.9087,1.615,-0.551,-0.807,0.8706,0.1659,0.637,-0.2412,0.8193,-0.83,0.1656,0.08875,-1.112,0.6147,-1.563,-1.993,0.3062,-0.336,1.531,1.71,-0.1927,-1.333,-1.047,-0.392,-2.002,-2.662,-0.3818,1.894,-0.4028,-0.736,0.724,0.813,-0.235,0.9287,0.9272,-0.4966,-1.891,0.2152
483,0.547,-1.168,1.539,-1.679,-1.457,1.474,-1.949,1.056,-1.147,-0.6514,-0.008,0.981,0.6274,-0.1943,0.614,-0.4106,-1.518,0.777,-1.689,-0.2097,1.341,0.07544,-0.2615,-1.389,-1.587,-1.634,-1.003,-1.305,0.3271,-1.238,4.156,-0.2218,0.7065,-1.362,0.8604,0.384,-0.5693,-0.501,-0.6133
484,1.232,0.6064,-1.817,-0.7354,0.813,0.355,-3.008,-0.886,1.511,-0.0679,-0.724,1.396,0.4736,0.833,-2.67,-1.253,0.4927,0.4792,-0.4697,0.3286,-2.162,0.2491,-0.665,-0.2922,-0.3008,-0.047,2.004,0.1519,-0.1044,0.8193,0.05728,-0.832,-0.4495,-0.1528,-1.258,-1.402,-0.567,-0.1597,-1.063
485,-1.684,-0.329,0.5625,-0.748,-0.7964,0.5664,-2.23,-0.7056,0.721,-0.2769,-1.801,0.9087,-0.1481,0.03503,-0.5117,-1.736,-0.2261,-0.9565,-0.2286,0.584,-0.3555,-0.9263,-0.4622,-1.9,-0.4626,-1.509,0.5186,-0.1649,0.728,1.492,0.2291,-0.3726,-0.391,-0.2854,0.3284,0.1935,-0.2108,0.0161,-0.634
486,-1.715,-1.944,1.712,0.10114,0.03656,0.818,-2.445,0.403,-0.9346,0.6255,0.3848,0.5913,0.152,0.004803,-0.1544,-2.385,-2.82,-0.1225,1.287,-0.607,-0.2744,-0.4082,-1.672,0.317,-0.136,-0.7344,-1.496,-1.1045,1.866,-0.2737,0.1678,-0.7065,-0.1483,-0.2983,1.248,0.8433,-0.5645,-1.303,0.2003
487,1.122,1.029,-1.118,1.735,0.9824,0.6484,-2.81,-1.649,0.851,-0.877,-1.124,1.095,1.093,0.8022,-0.601,-1.647,0.2133,-0.4495,-0.783,0.1361,-2.822,-0.2795,-0.4587,0.1592,-0.1094,-0.6826,1.7705,0.771,1.904,-2.707,1.245,-0.9976,0.789,-0.541,-0.272,-1.321,-0.464,1.274,-0.879
488,-1.083,-0.435,1.243,0.01449,-0.532,1.154,-1.552,-1.578,-0.6562,1.516,-0.8477,0.6426,0.297,-0.1929,-1.045,-1.504,-2.002,0.4302,0.9883,-0.768,-3.092,-0.1951,-1.336,-0.2708,-0.197,-0.4595,0.4385,-1.402,0.8237,0.005688,-0.5815,-0.1213,0.4548,-0.235,0.4785,-1.39,-0.3982,-0.6797,-0.03375
489,0.714,-1.383,1.474,1.532,-0.415,0.9985,-2.014,-0.3076,-0.5435,-0.3813,-0.1881,1.099,-0.5645,-0.882,0.613,-1.6045,-0.658,0.01752,-1.388,-0.539,-0.04675,0.1619,-1.488,-0.4187,1.039,-0.914,-0.6445,-1.436,0.4119,-0.0085,0.2137,0.3167,0.09814,0.9565,0.2214,0.3938,-0.435,-0.4158,0.1743
490,0.02428,-0.2136,1.5,0.8984,-0.3372,0.2047,-0.54,-1.917,0.8022,-0.03983,0.642,0.02328,-0.192,0.8247,0.10297,-2.758,-1.24,0.828,0.2185,-0.366,0.04337,0.02327,-1.348,-0.5537,0.1288,-0.412,-0.775,-1.067,1.582,0.4243,-0.042,-0.793,0.32,-0.1462,0.1815,0.3618,-0.491,1.745,-0.54
491,-0.744,2.258,-0.7983,2.4,0.5693,0.3962,-0.607,-1.316,2.094,1.895,-0.3113,0.317,0.763,0.3357,-0.9653,-0.5464,0.9736,0.1272,-0.443,0.2756,-3.24,-0.03778,0.184,0.3257,-0.042,-0.3325,2.227,1.246,1.224,0.1456,-0.651,-0.2678,0.2888,0.0667,-0.2576,0.4377,-0.533,1.148,-0.695
492,-0.9785,-1.12,1.97,2.473,-1.231,0.643,-0.2908,-0.7476,-0.05438,3.533,0.2961,0.3643,-0.431,-0.4653,-0.257,-1.551,-1.969,-0.1087,0.331,0.548,-1.446,0.2211,0.2559,0.426,-0.257,-0.106,-0.3115,-0.9917,1.223,3.312,0.5483,0.412,-0.0411,-0.2961,0.5176,-1.62,-0.2844,-0.8066,-1.888
493,-0.74,-0.7134,1.183,0.4358,-1.614,1.251,-0.01602,1.155,-0.5005,2.025,0.539,1.277,-1.486,-0.546,-0.4429,-0.2423,-0.3848,-0.551,1.615,-0.664,0.7563,-0.564,-0.423,-0.4297,0.8765,-0.977,-2.354,-0.5957,1.201,0.7,0.2065,-0.5684,-0.1917,0.571,0.7197,0.8604,-0.2101,-0.3032,1.428
494,1.762,2.467,-0.9517,1.794,4.082,-3.906,1.955,-1.417,1.06,2.271,-0.4062,-0.33,2.355,0.4128,-2.967,-13.11,1.273,8.48,-0.6064,-0.441,-0.1349,1.056,-0.9443,6.77,0.9,3.63,2.295,2.43,-2.824,4.383,-0.484,-0.566,7.184,0.3618,-0.4705,0.3225,-0.2114,-0.2177,-0.7236
495,-0.785,-0.9067,1.675,1.088,-0.7695,1.713,-0.2683,2.178,-0.6265,4.086,-0.854,-1.845,-3.367,-0.341,0.2096,-2.264,-1.639,-0.1833,2.363,-0.1646,-3.303,-0.332,0.2988,0.1758,0.04965,-1.743,-1.015,-0.185,0.433,0.36,0.2007,3.55,0.2568,-0.714,1.251,-1.276,-0.004555,0.579,-0.6577
496,0.4756,0.565,-1.529,0.1353,-0.1925,0.0657,-0.02023,1.212,0.795,0.829,3.768,1.751,-2.17,0.9365,-2.01,-2.2,1.372,-0.257,1.188,1.418,-3.068,0.6567,-0.2163,-0.5757,0.811,0.1454,-0.095,0.6953,0.1942,-1.466,-0.9795,-1.65,0.4482,0.6904,-0.658,-0.4756,-0.10095,-0.763,-1.104
497,0.529,-1.547,0.2162,-0.5527,-1.19,2.46,1.349,2.467,-0.51,2.965,-1.857,1.304,-0.224,-1.42,0.2656,-0.8315,-2.012,0.2423,0.2385,0.9917,0.4712,-0.473,6.027,-0.994,-0.3992,-1.912,-1.331,-1.461,-0.9775,-2.242,6.434,0.3142,0.2263,-0.5864,1.629,0.761,-0.208,1.067,2.633
498,-0.7554,-0.8467,-0.4998,0.4844,-0.6436,1.404,-0.954,0.00971,-0.508,6.805,-0.3684,1.589,-2.082,-0.654,-0.5776,-0.575,0.07574,-7.27,1.603,0.538,-1.028,0.3955,-1.316,-0.3945,-0.3606,-1.792,-0.917,-1.629,-1.262,12.8,-0.4966,0.304,-7.85,0.0799,0.775,0.4111,-0.2162,0.03415,0.8833
